,formula,xc,encut,ispin,ivdw,concentration,potential_energy,ZPE_correction,temperature,Cp,enthalpy_calculated,enthalpy_experimental,pressure,entropy,free_energy
355,CO2,PBE,400,2,0,0.1,-23.15686658,0.303139021,298.15,0.09828153852956567,-22.755446020470433,-4.080562177045822,100000.0,0.002223554643148764,-23.41839883732524
356,CO,PBE,400,2,0,0.1,-14.85703304,0.1312896785,298.15,0.08993356316487672,-14.635809798335123,-1.144812342975661,100000.0,0.0020503918118849685,-15.247134117048626
357,HCOOH,PBE,400,2,0,0.1,-30.31914058,0.8827826915000001,298.15,0.11312567691937847,-29.32323221158062,-3.9244514030036863,5714.155064883787,0.002828842171509589,-30.166651505016205
358,CH3OH,PBE,400,2,0,0.1,-30.47898659,1.3496498965000001,298.15,0.1185233356188824,-29.01081335788112,-2.0814769872284744,16938.450392599163,0.00263755945025719,-29.7972017079753
359,CH4,PBE,400,2,0,0.1,-24.05732259,1.1794389459999999,298.15,0.1040580906252706,-22.773825553374728,-0.7762174598206185,100000.0,0.0019326064643627671,-23.350032170724486
360,C2H4,PBE,400,2,0,0.1,-32.04856722,1.349008337,298.15,0.10911615380013107,-30.59044272919987,0.5420512987574153,100000.0,0.002274219245335529,-31.26850119719666
361,C2H6,PBE,400,2,0,0.1,-40.52385471,1.9712867939999998,298.15,0.12188491535218415,-38.43068300064782,-0.8716184884019238,100000.0,0.002368665174195705,-39.136900522334265
362,CH2O,PBE,400,2,0,0.1,-22.36945849,0.7055324715,298.15,0.10391131818015586,-21.560014700319844,,100000.0,0.0022698164247891162,-22.23676046737072
363,N2,PBE,400,2,0,0.1,-16.65189324,0.150761009,298.15,0.08992640932569884,-16.4112058216743,0.0,100000.0,0.0019883587193211026,-17.004034973839886
364,NH3,PBE,400,2,0,0.1,-19.75056952,0.9037855825,298.15,0.10384240991926263,-18.742941527580737,-0.47700514290652546,100000.0,0.0019977536949634,-19.338571791734076
365,H2O,PBE,400,2,0,1.0,-14.58151913,0.5573328415000001,298.15,0.10289483858202875,-13.921291449917971,-2.506445205454288,3166.74874006291,0.0022576001080070545,-14.594394922120276
366,H2,PBE,400,2,0,1.0,-6.77752688,0.265493412,298.15,0.08992399696319942,-6.4221094710368005,0.0,100000.0,0.0013532560906155224,-6.825582774453818
367,O2,PBE,400,2,0,1.0,-9.89435881,0.097003533,298.15,0.0900260072856712,-9.707329269714329,0.0,100000.0,0.0021292699030095842,-10.342171091296636
368,H2O2,PBE,400,2,0,1.0,-18.6069634,0.6884992489999999,298.15,0.11681892195176458,-17.801645229048237,-1.4093333767692797,100000.0,0.002382619741966882,-18.51202330511566
369,CO2,PBE,400,2,0,1.0,-23.15705195,0.303127837,298.15,0.09828305522480985,-22.75564105777519,-4.080562177045822,100000.0,0.002223561887099391,-23.418596034413873
370,CO,PBE,400,2,0,1.0,-14.85707997,0.13128824349999998,298.15,0.08993356412905865,-14.63585816237094,-1.144812342975661,100000.0,0.0020503916924522435,-15.247182445475577
371,HCOOH,PBE,400,2,0,1.0,-30.31971378,0.8825971125000001,298.15,0.11316990220734713,-29.323946765292654,-3.9244514030036863,5714.155064883787,0.002829053981795538,-30.167429209964993
372,CH3OH,PBE,400,2,0,1.0,-30.47943026,1.350163189,298.15,0.11821123199171857,-29.011055839008282,-2.0814769872284744,16938.450392599163,0.0026352057678168963,-29.79674243868289
373,CH4,PBE,400,2,0,1.0,-24.05733663,1.1795041480000001,298.15,0.10405718444652057,-22.77377529755348,-0.7762174598206185,100000.0,0.0019326029634757645,-23.34998087111378
374,C2H4,PBE,400,2,0,1.0,-32.04865442,1.3490068300000002,298.15,0.10911593062155256,-30.590531659378446,0.5420512987574153,100000.0,0.0022742187929304584,-31.26858999249066
375,C2H6,PBE,400,2,0,1.0,-40.52386977,1.9711150275000002,298.15,0.12191822731327795,-38.43083651518672,-0.8716184884019238,100000.0,0.0023688560869770114,-39.137110957518914
376,CH2O,PBE,400,2,0,1.0,-22.36989122,0.7055800345,298.15,0.10391052814249824,-21.5604006573575,,100000.0,0.00226981435360782,-22.23714580688567
377,N2,PBE,400,2,0,1.0,-16.65191897,0.15080366,298.15,0.08992640200812585,-16.411188907991875,0.0,100000.0,0.001988358708245156,-17.004018056855166
378,NH3,PBE,400,2,0,1.0,-19.75091729,0.9037791695,298.15,0.10384209530522337,-18.743296025194777,-0.47700514290652546,100000.0,0.001997753378636528,-19.338926195035256
379,H2O,PBE,400,2,10,0.0,-14.23534555,0.565522659,298.15,0.10286483710880834,-13.566958053891192,-2.506445205454288,3166.74874006291,0.002256955810756589,-14.239869428868268
380,H2,PBE,400,2,10,0.0,-6.76073784,0.266779053,298.15,0.08992399691216285,-6.404034790087837,0.0,100000.0,0.0013529690182912204,-6.807422502891365
381,O2,PBE,400,2,10,0.0,-9.88372599,0.097072217,298.15,0.09002553488896671,-9.696628238111034,0.0,100000.0,0.002129375129321182,-10.331501432918143
382,H2O2,PBE,400,2,10,0.0,-18.19481452,0.6929898225,298.15,0.11588762738034886,-17.385937070119653,-1.4093333767692797,100000.0,0.00237586041586739,-18.094299853110513
383,CO2,PBE,400,2,10,0.0,-23.00682609,0.30626744450000004,298.15,0.09804569190782203,-22.60251295359218,-4.080562177045822,100000.0,0.0022225612821053023,-23.265169599851873
384,CO,PBE,400,2,10,0.0,-14.81371899,0.13159079,298.15,0.08993336295667714,-14.592194837043323,-1.144812342975661,100000.0,0.002050433873379085,-15.203531696391297
385,HCOOH,PBE,400,2,10,0.0,-29.94407679,0.8866820855,298.15,0.11278927889156376,-28.944605425608437,-3.9244514030036863,5714.155064883787,0.002827247579360386,-29.787549291394736
386,CH3OH,PBE,400,2,10,0.0,-30.26774931,1.3506837025,298.15,0.11759447871500894,-28.79947112878499,-2.0814769872284744,16938.450392599163,0.0026305202785142936,-29.583760749824027
387,CH4,PBE,400,2,10,0.0,-24.05430997,1.1784278115,298.15,0.10401170952464933,-22.77187044897535,-0.7762174598206185,100000.0,0.0019326275279537496,-23.34808334643476
388,C2H4,PBE,400,2,10,0.0,-32.00988594,1.3473754785,298.15,0.10932077445564126,-30.553189687044355,0.5420512987574153,100000.0,0.002274827817406038,-31.23142960080397
389,C2H6,PBE,400,2,10,0.0,-40.56554306,1.9671401845000003,298.15,0.12207918499971582,-38.47632369050029,-0.8716184884019238,100000.0,0.0023697340235573055,-39.1828598896239
390,CH2O,PBE,400,2,10,0.0,-22.16975665,0.6992607590000001,298.15,0.10393411742108094,-21.36656177357892,,100000.0,0.0022695669130831956,-22.043233148714673
391,N2,PBE,400,2,10,0.0,-16.6256333,0.1505228545,298.15,0.08992645059299079,-16.38518399490701,0.0,100000.0,0.001988452364806135,-16.97804106747396
392,NH3,PBE,400,2,10,0.0,-19.53228613,0.9070455070000001,298.15,0.10388574559468755,-18.52135487740531,-0.47700514290652546,100000.0,0.001997801896078284,-19.11699951272105
393,H2O,PBE,400,2,10,0.1,-14.58180903,0.5570555214999999,298.15,0.10289589131269028,-13.92185761718731,-2.506445205454288,3166.74874006291,0.0022576041433722068,-14.594962292533733
394,H2,PBE,400,2,10,0.1,-6.77754015,0.2654920345,298.15,0.08992399696325687,-6.422124118536743,0.0,100000.0,0.0013532561377208267,-6.8255974359982075
395,O2,PBE,400,2,10,0.1,-9.89439223,0.09700267100000001,298.15,0.09002601322798601,-9.707363545772013,0.0,100000.0,0.0021292701664606677,-10.34220544590226
396,H2O2,PBE,400,2,10,0.1,-18.61392711,0.687464919,298.15,0.11703735064681808,-17.80942484035318,-1.4093333767692797,100000.0,0.0023842515667695137,-18.52028944498551
397,CO2,PBE,400,2,10,0.1,-23.15944443,0.30305925899999997,298.15,0.09827514936646276,-22.758110021633538,-4.080562177045822,100000.0,0.0022235364141221024,-23.421057403504044
398,CO,PBE,400,2,10,0.1,-14.85707484,0.131280103,298.15,0.08993356960050561,-14.635861167399494,-1.144812342975661,100000.0,0.002050391908409612,-15.24718551489182
399,HCOOH,PBE,400,2,10,0.1,-30.33658801,0.882449612,298.15,0.11300361036993167,-29.341134787630068,-3.9244514030036863,5714.155064883787,0.0028283150529444813,-30.184396920665463
400,CH3OH,PBE,400,2,10,0.1,-30.51455036,1.3449185725,298.15,0.11838143466172046,-29.05125035283828,-2.0814769872284744,16938.450392599163,0.0026364825211576993,-29.83731761652145
401,CH4,PBE,400,2,10,0.1,-24.07921257,1.1723080170000002,298.15,0.10408476642094522,-22.802819786579054,-0.7762174598206185,100000.0,0.0019330858276895967,-23.37916932610471
402,C2H4,PBE,400,2,10,0.1,-32.081505,1.3457106955,298.15,0.10926495355831567,-30.626529350941684,0.5420512987574153,100000.0,0.002274917837297265,-31.304796104131864
403,C2H6,PBE,400,2,10,0.1,-40.59311365,1.9595190055,298.15,0.12225678458113154,-38.51133785991887,-0.8716184884019238,100000.0,0.0023708663287576796,-39.21821165583797
404,CH2O,PBE,400,2,10,0.1,-22.38030273,0.703941084,298.15,0.1039139561511997,-21.5724476898488,,100000.0,0.0022699773771306933,-22.249241444840315
405,N2,PBE,400,2,10,0.1,-16.65193743,0.1507956205,298.15,0.08992640338576613,-16.411215406114234,0.0,100000.0,0.001988358756255977,-17.004044569291953
406,NH3,PBE,400,2,10,0.1,-19.75500492,0.9019362105,298.15,0.10385570924672716,-18.749213000253274,-0.47700514290652546,100000.0,0.0019978747942614463,-19.344879370162325
407,H2O,PBE,400,2,10,1.0,-14.58238073,0.5572287915,298.15,0.10289460223848756,-13.922257336261513,-2.506445205454288,3166.74874006291,0.0022576028019583323,-14.595361611665389
408,H2,PBE,400,2,10,1.0,-6.77755117,0.2654909775,298.15,0.08992399696330083,-6.422136195536699,0.0,100000.0,0.0013532563895483516,-6.82560958808054
409,O2,PBE,400,2,10,1.0,-9.89439812,0.097002583,298.15,0.09002601383464545,-9.707369523165355,0.0,100000.0,0.002129270085241057,-10.342211399079975
410,H2O2,PBE,400,2,10,1.0,-18.6172876,0.689815818,298.15,0.11556489302026973,-17.81190688897973,-1.4093333767692797,100000.0,0.0023736390630195708,-18.519607375619017
411,CO2,PBE,400,2,10,1.0,-23.15962977,0.30304951150000004,298.15,0.0982763280733423,-22.758303930426656,-4.080562177045822,100000.0,0.002223542005142386,-23.421252979259858
412,CO,PBE,400,2,10,1.0,-14.85712177,0.1312659655,298.15,0.08993357911004987,-14.63592222538995,-1.144812342975661,100000.0,0.0020503918224373595,-15.247246547249649
413,HCOOH,PBE,400,2,10,1.0,-30.33716337,0.8821343575,298.15,0.1130658106080169,-29.341963201891982,-3.9244514030036863,5714.155064883787,0.0028286175128085576,-30.185315513335855
414,CH3OH,PBE,400,2,10,1.0,-30.51499449,1.3447033845,298.15,0.11839803805617488,-29.051893067443824,-2.0814769872284744,16938.450392599163,0.0026365849692928686,-29.837990876038493
415,CH4,PBE,400,2,10,1.0,-24.07922671,1.1723136675,298.15,0.10408476236416231,-22.802828280135838,-0.7762174598206185,100000.0,0.001933085937377376,-23.379177852364904
416,C2H4,PBE,400,2,10,1.0,-32.08159248,1.3457210205,298.15,0.10926485181729095,-30.626606607682707,0.5420512987574153,100000.0,0.002274917949415685,-31.304873394300994
417,C2H6,PBE,400,2,10,1.0,-40.59312907,1.9592510865000001,298.15,0.12224963013405343,-38.51162835336595,-0.8716184884019238,100000.0,0.0023708127993671826,-39.21848618949728
418,CH2O,PBE,400,2,10,1.0,-22.38073542,0.7039612875000001,298.15,0.10391378554058073,-21.57286034695942,,100000.0,0.002269977909373289,-22.249654260639065
419,N2,PBE,400,2,10,1.0,-16.65196315,0.15079761,298.15,0.08992640304477609,-16.411239136955224,0.0,100000.0,0.001988358761364076,-17.004068301655924
420,NH3,PBE,400,2,10,1.0,-19.75535196,0.9018554455000001,298.15,0.10385377142720453,-18.749642743072794,-0.47700514290652546,100000.0,0.0019978674804951887,-19.345306932382435
421,H2O,PBE,400,2,11,0.0,-14.23462416,0.5653703315,298.15,0.10286491629271,-13.56638891220729,-2.506445205454288,3166.74874006291,0.0022569545616117717,-14.23929991475184
422,H2,PBE,400,2,11,0.0,-6.76071672,0.26678092049999996,298.15,0.0899239969120918,-6.404011802587908,0.0,100000.0,0.001352968757709282,-6.80739943769893
423,O2,PBE,400,2,11,0.0,-9.88371299,0.0970719895,298.15,0.09002553645013818,-9.696615464049861,0.0,100000.0,0.0021293751652039987,-10.331488669555434
424,H2O2,PBE,400,2,11,0.0,-18.19197832,0.693451246,298.15,0.11594610774505876,-17.38258096625494,-1.4093333767692797,100000.0,0.0023762268968204594,-18.091053015541963
425,CO2,PBE,400,2,11,0.0,-23.00671593,0.3063057105,298.15,0.09804753164508839,-22.60236268785491,-4.080562177045822,100000.0,0.0022225659480977827,-23.265020725280266
426,CO,PBE,400,2,11,0.0,-14.8137094,0.13157914199999998,298.15,0.08993337062383555,-14.592196887376165,-1.144812342975661,100000.0,0.0020504339196673353,-15.20353376052498
427,HCOOH,PBE,400,2,11,0.0,-29.94079465,0.8868770365,298.15,0.11282001742513925,-28.94109759607486,-3.9244514030036863,5714.155064883787,0.0028273849060685206,-29.78408240581919
428,CH3OH,PBE,400,2,11,0.0,-30.24763783,1.3557191455,298.15,0.11746022090632047,-28.774458463593678,-2.0814769872284744,16938.450392599163,0.0026296547853216132,-29.558490037837316
429,CH4,PBE,400,2,11,0.0,-24.03461507,1.185062066,298.15,0.10398767738191639,-22.745565326618085,-0.7762174598206185,100000.0,0.001932191927996344,-23.321648349950195
430,C2H4,PBE,400,2,11,0.0,-31.98966658,1.351456934,298.15,0.10920391601637447,-30.529005729983627,0.5420512987574153,100000.0,0.0022741727125555403,-31.20705032423206
431,C2H6,PBE,400,2,11,0.0,-40.52298444,1.9787153750000002,298.15,0.12152984946916234,-38.42273921553084,-0.8716184884019238,100000.0,0.0023665175212056553,-39.128316414478306
432,CH2O,PBE,400,2,11,0.0,-22.16409233,0.700226451,298.15,0.10393387659614706,-21.359932002403852,,100000.0,0.002269442362100693,-22.036566242664172
433,N2,PBE,400,2,11,0.0,-16.62561415,0.150525262,298.15,0.0899264501723373,-16.385162437827663,0.0,100000.0,0.0019884523461729,-16.978019504839114
434,NH3,PBE,400,2,11,0.0,-19.52834034,0.9085389115,298.15,0.10388035370687998,-18.51592107479312,-0.47700514290652546,100000.0,0.001997722077062506,-19.111541912069306
435,H2O,PBE,400,2,11,0.1,-14.58107106,0.557310132,298.15,0.10289502580460441,-13.920865902195395,-2.506445205454288,3166.74874006291,0.002257597873457148,-14.593968708166644
436,H2,PBE,400,2,11,0.1,-6.77751898,0.265493907,298.15,0.0899239969631791,-6.422101076036821,0.0,100000.0,0.0013532558740883224,-6.825574314896254
437,O2,PBE,400,2,11,0.1,-9.89437922,0.09700220749999999,298.15,0.09002601642332586,-9.707350996076674,0.0,100000.0,0.002129270208526922,-10.342192908748975
438,H2O2,PBE,400,2,11,0.1,-18.61054398,0.68793559,298.15,0.11685039088748395,-17.805757999112515,-1.4093333767692797,100000.0,0.002382902864052422,-18.516220488029745
439,CO2,PBE,400,2,11,0.1,-23.15934198,0.30309509300000004,298.15,0.09827737510585477,-22.757969511894146,-4.080562177045822,100000.0,0.002223543266321559,-23.420918936747917
440,CO,PBE,400,2,11,0.1,-14.85706524,0.1312791685,298.15,0.08993357022880744,-14.635852501271193,-1.144812342975661,100000.0,0.002050391927880737,-15.247176854568835
441,HCOOH,PBE,400,2,11,0.1,-30.33318389,0.8819200960000001,298.15,0.11311156682704204,-29.33815222717296,-3.9244514030036863,5714.155064883787,0.0028288274684825717,-30.181567136901037
442,CH3OH,PBE,400,2,11,0.1,-30.49415122,1.349196615,298.15,0.11824815854605597,-29.026706446453943,-2.0814769872284744,16938.450392599163,0.002635536553099148,-29.812491669760455
443,CH4,PBE,400,2,11,0.1,-24.05939905,1.1789792145,298.15,0.10405902744544804,-22.77636080805455,-0.7762174598206185,100000.0,0.001932637996220148,-23.35257682662759
444,C2H4,PBE,400,2,11,0.1,-32.06116031,1.3488831935,298.15,0.10909108078643537,-30.603186035713563,0.5420512987574153,100000.0,0.002274135558201661,-31.281219552391388
445,C2H6,PBE,400,2,11,0.1,-40.55032201,1.9720464395000001,298.15,0.12173516432357223,-38.45654040617643,-0.8716184884019238,100000.0,0.0023677824196904973,-39.16249473460715
446,CH2O,PBE,400,2,11,0.1,-22.37473608,0.7050062795,298.15,0.10391253333263695,-21.565817267167365,,100000.0,0.0022698492855873172,-22.242572831665225
447,N2,PBE,400,2,11,0.1,-16.65191829,0.150795659,298.15,0.0899264033791666,-16.411196227620835,0.0,100000.0,0.001988358738211241,-17.004025385418515
448,NH3,PBE,400,2,11,0.1,-19.75109262,0.9035423555,298.15,0.10384400766209456,-18.743706256837907,-0.47700514290652546,100000.0,0.0019977660773167925,-19.33934021278991
449,H2O,PBE,400,2,11,1.0,-14.58164289,0.5574595824999999,298.15,0.10289386631375663,-13.921289441186243,-2.506445205454288,3166.74874006291,0.0022575970198420734,-14.594391992652158
450,H2,PBE,400,2,11,1.0,-6.77753,0.265492851,298.15,0.08992399696322317,-6.4221131520367765,0.0,100000.0,0.0013532561258345474,-6.825586465954347
451,O2,PBE,400,2,11,1.0,-9.89438511,0.09700204600000001,298.15,0.09002601753672052,-9.70735704646328,0.0,100000.0,0.0021292701293777025,-10.342198935537242
452,H2O2,PBE,400,2,11,1.0,-18.61213576,0.6884966355,298.15,0.11641452669257113,-17.80722459780743,-1.4093333767692797,100000.0,0.0023797006277562183,-18.516732339972943
453,CO2,PBE,400,2,11,1.0,-23.15952732,0.30308324600000003,298.15,0.0982786120844813,-22.758165461915517,-4.080562177045822,100000.0,0.002223549106882479,-23.421116628132527
454,CO,PBE,400,2,11,1.0,-14.85711218,0.13129209900000002,298.15,0.08993356153875123,-14.635886519461248,-1.144812342975661,100000.0,0.002050391774535315,-15.247210827038952
455,HCOOH,PBE,400,2,11,1.0,-30.3337589,0.8822432309999999,298.15,0.11304582412224251,-29.338469844877757,-3.9244514030036863,5714.155064883787,0.002828507460738617,-30.181789344296977
456,CH3OH,PBE,400,2,11,1.0,-30.49459449,1.3492794015,298.15,0.11826727566473716,-29.027047812835264,-2.0814769872284744,16938.450392599163,0.0026356880241257485,-29.812878197228354
457,CH4,PBE,400,2,11,1.0,-24.05941309,1.178891866,298.15,0.10406040371508918,-22.77646082028491,-0.7762174598206185,100000.0,0.001932643627659139,-23.35267851787148
458,C2H4,PBE,400,2,11,1.0,-32.06124756,1.348881377,298.15,0.10909090405180555,-30.603275278948193,0.5420512987574153,100000.0,0.002274135302475087,-31.28130871938114
459,C2H6,PBE,400,2,11,1.0,-40.55033709,1.971767007,298.15,0.12176262310904606,-38.45680745989095,-0.8716184884019238,100000.0,0.0023680276247008887,-39.16283489619552
460,CH2O,PBE,400,2,11,1.0,-22.37516858,0.7049830205000001,298.15,0.10391290411747023,-21.56627265538253,,100000.0,0.002269855751599147,-22.243030147721814
461,N2,PBE,400,2,11,1.0,-16.65194402,0.1507970995,298.15,0.08992640313226738,-16.41122051736773,0.0,100000.0,0.0019883587474036316,-17.004049677906124
462,NH3,PBE,400,2,11,1.0,-19.75144022,0.903466748,298.15,0.1038432948944421,-18.744130177105557,-0.47700514290652546,100000.0,0.0019977640595160422,-19.339763531450266
463,H2O,PBE,400,2,12,0.0,-14.24429408,0.565391479,298.15,0.10286484494691506,-13.576037756053084,-2.506445205454288,3166.74874006291,0.0022569543098334807,-14.248948683529937
464,H2,PBE,400,2,12,0.0,-6.76322212,0.26653311100000004,298.15,0.089923996921555,-6.406765012078445,0.0,100000.0,0.0013529783444345854,-6.8101555054716165
465,O2,PBE,400,2,12,0.0,-9.89096632,0.0970729625,298.15,0.09002552977329478,-9.703867827726706,0.0,100000.0,0.002129374870470982,-10.338740945357628
466,H2O2,PBE,400,2,12,0.0,-18.20965545,0.6936169775000001,298.15,0.11599308623104632,-17.400045386268953,-1.4093333767692797,100000.0,0.002376542590301286,-18.108611559567283
467,CO2,PBE,400,2,12,0.0,-23.02971599,0.306358602,298.15,0.09805354669121469,-22.625303841308785,-4.080562177045822,100000.0,0.0022225838627608096,-23.28796721999092
468,CO,PBE,400,2,12,0.0,-14.8248801,0.13160297750000002,298.15,0.0899333549410333,-14.603343767558966,-1.144812342975661,100000.0,0.0020504336942159733,-15.214680573489458
469,HCOOH,PBE,400,2,12,0.0,-29.9766776,0.8871968035,298.15,0.11283413705812628,-28.976646659441872,-3.9244514030036863,5714.155064883787,0.0028273971892568846,-29.819635131418814
470,CH3OH,PBE,400,2,12,0.0,-30.28411288,1.356283753,298.15,0.11754598573217079,-28.810283141267828,-2.0814769872284744,16938.450392599163,0.0026301829782897678,-29.594472196244922
471,CH4,PBE,400,2,12,0.0,-24.06480347,1.18569136,298.15,0.10398513535548282,-22.775126974644518,-0.7762174598206185,100000.0,0.001932151709286743,-23.35119800676836
472,C2H4,PBE,400,2,12,0.0,-32.04109211,1.351596197,298.15,0.10923355342031282,-30.580262359579688,0.5420512987574153,100000.0,0.0022742637460981,-31.258334095478837
473,C2H6,PBE,400,2,12,0.0,-40.58640877,1.9791021220000002,298.15,0.12161714017910463,-38.485689507820894,-0.8716184884019238,100000.0,0.0023669850144011763,-39.19140608986461
474,CH2O,PBE,400,2,12,0.0,-22.18854451,0.7008649644999999,298.15,0.10393451977859336,-21.383745025721407,,100000.0,0.002269406857716507,-22.060368680349583
475,N2,PBE,400,2,12,0.0,-16.63739518,0.1505161285,298.15,0.08992645176857078,-16.396952599731428,0.0,100000.0,0.001988452253094977,-16.989809638991694
476,NH3,PBE,400,2,12,0.0,-19.54859075,0.9085762000000001,298.15,0.10388124420791789,-18.53613330579208,-0.47700514290652546,100000.0,0.0019977191576409713,-19.131753272642737
477,H2O,PBE,400,2,12,0.1,-14.59073866,0.5573764765,298.15,0.1028947063301704,-13.93046747716983,-2.506445205454288,3166.74874006291,0.0022575964937784476,-14.603569871789873
478,H2,PBE,400,2,12,0.1,-6.7800265,0.2652355905,298.15,0.08992399697403075,-6.424866912525969,0.0,100000.0,0.001353265481038004,-6.82834301569745
479,O2,PBE,400,2,12,0.1,-9.90163266,0.097003482,298.15,0.09002600763723642,-9.714603170362764,0.0,100000.0,0.0021292699058862163,-10.34944499280274
480,H2O2,PBE,400,2,12,0.1,-18.62877912,0.688615392,298.15,0.11663398759998866,-17.823529740400012,-1.4093333767692797,100000.0,0.0023812598777889424,-18.533502372962786
481,CO2,PBE,400,2,12,0.1,-23.18236142,0.3030896135,298.15,0.09829524372480153,-22.780976562775198,-4.080562177045822,100000.0,0.0022236199867614287,-23.44394886182812
482,CO,PBE,400,2,12,0.1,-14.86823599,0.131279377,298.15,0.08993357008862038,-14.64702304291138,-1.144812342975661,100000.0,0.002050391765465657,-15.258347347784966
483,HCOOH,PBE,400,2,12,0.1,-30.36875571,0.8831201225,298.15,0.1131039205615949,-29.372531666938404,-3.9244514030036863,5714.155064883787,0.0028287253059791086,-30.215916116916073
484,CH3OH,PBE,400,2,12,0.1,-30.53059918,1.350068185,298.15,0.1183360031634364,-29.062194991836563,-2.0814769872284744,16938.450392599163,0.0026361388312914243,-29.8481597843861
485,CH4,PBE,400,2,12,0.1,-24.08957698,1.1795194645,298.15,0.10405692212945916,-22.80600059337054,-0.7762174598206185,100000.0,0.0019325990892230342,-23.38220501182239
486,C2H4,PBE,400,2,12,0.1,-32.11253759,1.349127592,298.15,0.109116458612734,-30.654293539387268,0.5420512987574153,100000.0,0.0022742068151617298,-31.332348301327738
487,C2H6,PBE,400,2,12,0.1,-40.61372796,1.972214176,298.15,0.12184323713143774,-38.51967054686856,-0.8716184884019238,100000.0,0.0023683824028495207,-39.22580376027815
488,CH2O,PBE,400,2,12,0.1,-22.39921366,0.7055397695000001,298.15,0.10391106583434917,-21.58976282466565,,100000.0,0.0022698132926043625,-22.26650765785564
489,N2,PBE,400,2,12,0.1,-16.66369937,0.15079682500000002,298.15,0.08992640317931633,-16.422976141820683,0.0,100000.0,0.0019883586352837106,-17.01580526893052
490,NH3,PBE,400,2,12,0.1,-19.77134718,0.9036637695,298.15,0.10384237671518148,-18.763841033784818,-0.47700514290652546,100000.0,0.0019977524374440777,-19.359470923008768
491,H2O,PBE,400,2,12,1.0,-14.59131051,0.557365261,298.15,0.10289462590788045,-13.93105062309212,-2.506445205454288,3166.74874006291,0.002257599828723826,-14.604154012026127
492,H2,PBE,400,2,12,1.0,-6.78003753,0.26523452550000004,298.15,0.08992399697407671,-6.424879007525924,0.0,100000.0,0.0013532657325876355,-6.828355185696927
493,O2,PBE,400,2,12,1.0,-9.90163855,0.097003107,298.15,0.09002601022231974,-9.71460943277768,0.0,100000.0,0.002129269832916415,-10.349451233461709
494,H2O2,PBE,400,2,12,1.0,-18.62938686,0.6882710464999999,298.15,0.11690454576303,-17.82421126773697,-1.4093333767692797,100000.0,0.0023832482158574744,-18.534776723294875
495,CO2,PBE,400,2,12,1.0,-23.1825468,0.30313644900000003,298.15,0.09828418316888243,-22.78112616783112,-4.080562177045822,100000.0,0.002223565458099472,-23.444082209163476
496,CO,PBE,400,2,12,1.0,-14.86828292,0.1313212175,298.15,0.0899335419979437,-14.647028160502057,-1.144812342975661,100000.0,0.0020503915368432885,-15.258352397211883
497,HCOOH,PBE,400,2,12,1.0,-30.36932549,0.8828319145000001,298.15,0.11315305922788577,-29.373340516272116,-3.9244514030036863,5714.155064883787,0.0028289620843121336,-30.216795561709777
498,CH3OH,PBE,400,2,12,1.0,-30.53104317,1.3503006194999998,298.15,0.11811441649615584,-29.062628134003845,-2.0814769872284744,16938.450392599163,0.002634462300736737,-29.848093068968502
499,CH4,PBE,400,2,12,1.0,-24.08959101,1.179410941,298.15,0.10405841866961696,-22.806121650330383,-0.7762174598206185,100000.0,0.0019326051986861396,-23.382327890318656
500,C2H4,PBE,400,2,12,1.0,-32.11262477,1.349126993,298.15,0.10911616568750526,-30.65438161131249,0.5420512987574153,100000.0,0.0022742060620879728,-31.33243614872402
501,C2H6,PBE,400,2,12,1.0,-40.61374304,1.9720284620000001,298.15,0.12181715424385398,-38.51989742375615,-0.8716184884019238,100000.0,0.002368231521803471,-39.22598565198185
502,CH2O,PBE,400,2,12,1.0,-22.39964639,0.705576539,298.15,0.10391073067400125,-21.590159120326,,100000.0,0.0022698129399709717,-22.266903848378345
503,N2,PBE,400,2,12,1.0,-16.6637251,0.150761169,298.15,0.08992640929820697,-16.423037521701794,0.0,100000.0,0.001988358679259419,-17.01586666192299
504,NH3,PBE,400,2,12,1.0,-19.77169487,0.903707137,298.15,0.1038421402228038,-18.764145592777197,-0.47700514290652546,100000.0,0.001997752709194283,-19.359775563023472
505,H2O,PBE,520,1,0,0.0,-14.23241184,0.568096221,298.15,0.10286294479201818,-13.561452674207981,-2.506445205454288,3166.74874006291,0.0022567128073282005,-14.234291597712884
506,H2,PBE,520,1,0,0.0,-6.77243046,0.26883437,298.15,0.0899239968400054,-6.413672093159994,0.0,100000.0,0.0013528056625415038,-6.817011101446744
507,O2,PBE,520,1,0,0.0,-9.88545622,0.0972210265,298.15,0.09002451872617076,-9.69821067477383,0.0,100000.0,0.002129191684385935,-10.333029175473495
508,H2O2,PBE,520,1,0,0.0,-18.17811174,0.6958806350000001,298.15,0.11564068845861353,-17.366590416541385,-1.4093333767692797,100000.0,0.0023741128984188687,-18.07443217720497
509,CO2,PBE,520,1,0,0.0,-22.96775078,0.3060865575,298.15,0.09804350543942286,-22.563620717060576,-4.080562177045822,100000.0,0.0022225294926508203,-23.22626788529442
510,CO,PBE,520,1,0,0.0,-14.79196895,0.13180713449999998,298.15,0.08993322167183565,-14.570228593828164,-1.144812342975661,100000.0,0.002050392863552295,-15.18155322609628
511,HCOOH,PBE,520,1,0,0.0,-29.89252616,0.8869036105,298.15,0.11296585167354245,-28.892656697826457,-3.9244514030036863,5714.155064883787,0.0028280518709060147,-29.735840363137086
